trade_no,symbol,direction,signal_type,confluence_score,entry_time,entry_price,stop_loss,take_profit,lot_size,exit_time,exit_price,exit_reason,pnl_usd,pnl_r,commission
69,XAUUSD,bullish,fvg_retest,85.0,2026-08-27 01:15:00+00:00,4602.8099999999995,4593.24,4616.615,0.11,2026-08-27 02:15:00+00:00,4616.615,tp_hit,151.8550000000032,1.4425287356322583,0.77
70,XAUUSD,bullish,fvg_retest,85.0,2026-08-27 02:30:00+00:00,4620.3099999999995,4612.09,4632.115,0.13,2026-08-27 03:30:00+00:00,4612.09,sl_hit,-106.8599999999915,-1.0,0.91
71,XAUUSD,bearish,fvg_retest,80.0,2026-08-28 15:00:00+00:00,4593.070000000001,4597.8,4586.6,0.23,2026-08-28 15:15:00+00:00,4597.8,sl_hit,-108.78999999998997,-1.0,1.61
72,XAUUSD,bearish,ob_fvg,85.0,2026-08-28 17:15:00+00:00,4546.21,4627.47,4424.72,0.01,2026-08-31 05:00:00+00:00,4424.72,tp_hit,121.48999999999978,1.4950775289195108,0.07
73,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 14:45:00+00:00,4454.56,4466.74,4436.74,0.09,2026-08-31 15:45:00+00:00,4436.74,tp_hit,160.38000000000557,1.4630541871922433,0.63
74,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 16:00:00+00:00,4435.55,4447.48,4418.13,0.09,2026-08-31 16:15:00+00:00,4447.48,sl_hit,-107.36999999999443,-1.0,0.63
75,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 16:30:00+00:00,4445.7300000000005,4447.48,4443.58,0.63,2026-08-31 16:30:00+00:00,4443.58,tp_hit,135.45000000003438,1.228571428572379,4.41
76,XAUUSD,bearish,fvg_retest,85.0,2026-08-31 17:00:00+00:00,4418.31,4439.5,4387.025,0.05,2026-08-31 19:30:00+00:00,4439.5,sl_hit,-105.94999999999801,-1.0,0.35000000000000003
77,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 19:45:00+00:00,4435.56,4439.5,4430.1,0.28,2026-08-31 20:15:00+00:00,4430.1,tp_hit,152.88000000000105,1.3857868020306068,1.9600000000000002
78,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 20:30:00+00:00,4430.24,4439.5,4416.85,0.12,2026-08-31 20:45:00+00:00,4439.5,sl_hit,-111.12000000000262,-1.0,0.84
79,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 21:00:00+00:00,4436.320000000001,4439.5,4432.05,0.35,2026-08-31 21:00:00+00:00,4432.05,tp_hit,149.45000000001528,1.3427672955978827,2.4499999999999997
80,XAUUSD,bearish,fvg_retest,80.0,2026-08-31 21:30:00+00:00,4429.54,4435.87,4420.57,0.18,2026-08-31 22:15:00+00:00,4435.87,sl_hit,-113.93999999999869,-1.0,1.26
81,XAUUSD,bearish,fvg_retest,80.0,2026-09-01 02:30:00+00:00,4443.14,4445.82,4439.57,0.42,2026-09-01 02:30:00+00:00,4445.82,sl_hit,-112.55999999997401,-1.0,2.94
82,XAUUSD,bearish,fvg_retest,80.0,2026-09-01 04:30:00+00:00,4439.56,4451.27,4422.495,0.09,2026-09-01 10:30:00+00:00,4422.495,tp_hit,153.58500000000456,1.4573014517506795,0.63
83,XAUUSD,bearish,fvg_retest,80.0,2026-09-01 10:45:00+00:00,4417.97,4429.66,4400.96,0.1,2026-09-01 11:00:00+00:00,4400.96,tp_hit,170.10000000000218,1.4550898203593499,0.7000000000000001
84,XAUUSD,bearish,ob_retest,85.0,2026-09-01 11:15:00+00:00,4405.29,4423.45,4378.5,0.06,2026-09-01 11:30:00+00:00,4378.5,tp_hit,160.73999999999978,1.4752202643171903,0.42
85,XAUUSD,bearish,fvg_retest,60.0,2026-09-01 13:45:00+00:00,4381.360000000001,4389.79,4369.19,0.14,2026-09-01 15:00:00+00:00,4369.19,tp_hit,170.38000000001375,1.4436536180310646,0.9800000000000001
86,XAUUSD,bearish,fvg_retest,80.0,2026-09-01 15:30:00+00:00,4368.33,4378.47,4353.645,0.12,2026-09-01 15:30:00+00:00,4353.645,tp_hit,176.2199999999939,1.448224852070909,0.84
87,XAUUSD,bearish,fvg_retest,60.0,2026-09-01 17:30:00+00:00,4365.59,4378.47,4346.745,0.09,2026-09-01 20:00:00+00:00,4346.745,tp_hit,169.6050000000023,1.4631211180124297,0.63
88,XAUUSD,bearish,fvg_retest,60.0,2026-09-01 23:15:00+00:00,4325.49,4333.53,4313.93,0.15,2026-09-02 01:00:00+00:00,4333.53,sl_hit,-120.59999999999944,-1.0,1.05
89,XAUUSD,bearish,fvg_retest,60.0,2026-09-02 01:15:00+00:00,4329.03,4333.53,4322.78,0.26,2026-09-02 02:30:00+00:00,4333.53,sl_hit,-117.0,-1.0,1.82
90,XAUUSD,bearish,ob_retest,80.0,2026-09-02 04:00:00+00:00,4315.6,4331.83,4291.83,0.07,2026-09-02 04:45:00+00:00,4291.83,tp_hit,166.39000000000308,1.4645717806531777,0.49000000000000005
91,XAUUSD,bearish,ob_fvg,85.0,2026-09-02 05:00:00+00:00,4290.75,4322.87,4243.02,0.04,2026-09-02 08:30:00+00:00,4322.87,sl_hit,-128.47999999999956,-1.0,0.28
