trade_no,symbol,direction,signal_type,confluence_score,entry_time,entry_price,stop_loss,take_profit,lot_size,exit_time,exit_price,exit_reason,pnl_usd,pnl_r,commission
94,XAUUSD,bearish,fvg_retest,90.0,2026-07-06 15:45:00+00:00,4133.17,4153.86,4102.635,0.05,2026-07-06 19:45:00+00:00,4153.86,sl_hit,-103.449999999998,-1.0,0.35000000000000003
95,XAUUSD,bearish,fvg_retest,85.0,2026-07-06 20:15:00+00:00,4153.33,4157.37,4147.77,0.28,2026-07-06 20:15:00+00:00,4157.37,sl_hit,-113.119999999999,-1.0,1.9600000000000002
96,XAUUSD,bearish,fvg_retest,85.0,2026-07-06 21:15:00+00:00,4157.97,4162.26,4152.035,0.26,2026-07-06 21:15:00+00:00,4162.26,sl_hit,-111.53999999999907,-1.0,1.82
97,XAUUSD,bearish,fvg_retest,85.0,2026-07-07 03:15:00+00:00,4155.81,4161.1,4148.4,0.21,2026-07-07 03:30:00+00:00,4161.1,sl_hit,-111.08999999999922,-1.0,1.47
98,XAUUSD,bearish,fvg_retest,85.0,2026-07-07 05:30:00+00:00,4140.38,4145.46,4133.235,0.21,2026-07-07 05:45:00+00:00,4133.235,tp_hit,150.04500000000917,1.406496062992232,1.47
99,XAUUSD,bearish,fvg_retest,85.0,2026-07-07 12:00:00+00:00,4125.79,4134.21,4113.635,0.13,2026-07-07 13:00:00+00:00,4134.21,sl_hit,-109.46000000000096,-1.0,0.91
100,XAUUSD,bearish,fvg_retest,65.0,2026-07-08 16:15:00+00:00,4071.9300000000003,4081.15,4058.5,0.12,2026-07-08 17:00:00+00:00,4058.5,tp_hit,161.1600000000035,1.4566160520608007,0.84
101,XAUUSD,bearish,ob_retest,70.0,2026-07-08 17:45:00+00:00,4036.0800000000004,4065.51,3992.635,0.04,2026-07-08 20:00:00+00:00,4065.51,sl_hit,-117.71999999999936,-1.0,0.28
102,XAUUSD,bearish,fvg_retest,85.0,2026-07-09 06:00:00+00:00,4064.82,4076.96,4047.135,0.09,2026-07-09 08:30:00+00:00,4076.96,sl_hit,-109.25999999999885,-1.0,0.63
103,XAUUSD,bullish,fvg_retest,80.0,2026-07-09 16:30:00+00:00,4126.23,4114.36,4143.385,0.09,2026-07-09 17:15:00+00:00,4114.36,sl_hit,-106.829999999999,-1.0,0.63
104,XAUUSD,bullish,fvg_retest,80.0,2026-07-09 17:30:00+00:00,4124.92,4114.36,4140.285,0.1,2026-07-10 04:30:00+00:00,4114.36,sl_hit,-105.600000000004,-1.0,0.7000000000000001
105,XAUUSD,bearish,fvg_retest,85.0,2026-07-10 20:15:00+00:00,4103.68,4109.15,4095.975,0.19,2026-07-10 23:00:00+00:00,4109.15,sl_hit,-103.92999999998756,-1.0,1.33
106,XAUUSD,bearish,fvg_retest,90.0,2026-07-13 01:15:00+00:00,4081.2000000000003,4110.55,4037.6,0.04,2026-07-13 17:00:00+00:00,4037.6,tp_hit,174.40000000000146,1.4855195911414139,0.28
107,XAUUSD,bearish,fvg_retest,65.0,2026-07-13 17:15:00+00:00,4035.65,4051.73,4011.955,0.07,2026-07-13 17:15:00+00:00,4011.955,tp_hit,165.86500000000117,1.4735696517413104,0.49000000000000005
108,XAUUSD,bearish,fvg_retest,65.0,2026-07-13 17:45:00+00:00,4005.28,4030.02,3968.645,0.04,2026-07-14 08:30:00+00:00,4030.02,sl_hit,-98.95999999999913,-1.0,0.28
109,XAUUSD,bearish,fvg_retest,65.0,2026-07-14 10:00:00+00:00,4023.71,4028.85,4016.425,0.21,2026-07-14 10:00:00+00:00,4028.85,sl_hit,-107.93999999999733,-1.0,1.47
110,XAUUSD,bearish,fvg_retest,65.0,2026-07-14 10:45:00+00:00,4023.44,4028.85,4015.8,0.2,2026-07-14 11:00:00+00:00,4015.8,tp_hit,152.79999999999748,1.4121996303142474,1.4000000000000001
111,XAUUSD,bearish,fvg_retest,90.0,2026-07-14 18:30:00+00:00,4084.6400000000003,4111.73,4044.605,0.04,2026-07-14 21:30:00+00:00,4044.605,tp_hit,160.14000000000124,1.4778516057586355,0.28
112,XAUUSD,bearish,fvg_retest,65.0,2026-07-14 22:30:00+00:00,4051.4100000000003,4056.81,4043.81,0.2,2026-07-14 22:45:00+00:00,4056.81,sl_hit,-107.99999999999272,-1.0,1.4000000000000001
113,XAUUSD,bearish,fvg_retest,65.0,2026-07-15 03:00:00+00:00,4052.82,4056.81,4047.285,0.27,2026-07-15 03:15:00+00:00,4056.81,sl_hit,-107.7299999999941,-1.0,1.8900000000000001
114,XAUUSD,bearish,fvg_retest,85.0,2026-07-15 10:45:00+00:00,4022.61,4028.42,4014.42,0.18,2026-07-15 11:30:00+00:00,4028.42,sl_hit,-104.579999999999,-1.0,1.26
115,XAUUSD,bearish,fvg_retest,85.0,2026-07-15 15:15:00+00:00,4037.71,4052.84,4015.44,0.07,2026-07-15 15:30:00+00:00,4052.84,sl_hit,-105.91000000000076,-1.0,0.49000000000000005
116,XAUUSD,bearish,fvg_retest,85.0,2026-07-16 05:45:00+00:00,4027.54,4037.39,4013.265,0.11,2026-07-16 07:00:00+00:00,4037.39,sl_hit,-108.34999999999899,-1.0,0.77
